,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
0,0,In,1.0,0.0,0.0,206.0,206.0,1.0,0.0,0.0
1,0,Hefen,4.0,302.0,302.0,1246.0,311.5,1.0,3.0,1.0
2,0,und,1.0,164.0,164.0,164.0,164.0,1.0,0.0,0.0
3,0,höheren,2.0,283.0,283.0,620.0,310.0,1.0,1.0,1.0
4,0,Eukaryoten,4.0,299.0,1167.0,1167.0,291.75,1.0,3.0,1.0
5,0,ist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,dieses,2.0,273.0,273.0,461.0,230.5,1.0,1.0,1.0
7,0,System,1.0,197.0,197.0,197.0,197.0,1.0,0.0,0.0
8,0,in,1.0,219.0,219.0,219.0,219.0,1.0,0.0,0.0
9,0,ähnlicher,2.0,194.0,194.0,338.0,169.0,1.0,1.0,1.0
10,0,Form,1.0,85.0,85.0,85.0,85.0,1.0,0.0,0.0
11,0,ebenfalls,4.0,140.0,360.0,671.0,167.75,1.0,3.0,1.0
12,0,vorhanden,1.0,959.0,959.0,959.0,959.0,1.0,0.0,0.0
13,1,Eine,2.0,0.0,0.0,539.0,269.5,1.0,1.0,1.0
14,1,Deletion,9.0,361.0,361.0,3117.0,346.33333333333337,1.0,8.0,1.0
15,1,des,1.0,0.0,0.0,175.0,175.0,1.0,0.0,0.0
16,1,codierenden,6.0,175.0,175.0,1596.0,266.0,1.0,5.0,1.0
17,1,Gens,3.0,218.0,218.0,996.0,332.0,1.0,2.0,1.0
18,1,des,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1,zellulären,3.0,298.0,298.0,945.0,315.0,1.0,2.0,1.0
20,1,Proteins,3.0,354.0,354.0,1023.0,341.0,1.0,2.0,1.0
21,1,würde,1.0,0.0,0.0,236.0,236.0,1.0,0.0,0.0
22,1,somit,2.0,247.0,247.0,477.0,238.5,1.0,1.0,1.0
23,1,eine,2.0,157.0,157.0,428.0,214.0,1.0,1.0,1.0
24,1,Prioneninfektion,6.0,312.0,312.0,1739.0,289.83333333333326,1.0,5.0,1.0
25,1,verhindern,4.0,309.0,504.0,1043.0,260.75,1.0,3.0,1.0
26,2,Saccharose,3.0,292.0,509.0,976.0,325.3333333333333,1.0,2.0,1.0
27,2,ist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2,ein,1.0,209.0,209.0,209.0,209.0,1.0,0.0,0.0
29,2,Dimer,5.0,515.0,515.0,1612.0,322.3999999999998,1.0,4.0,1.0
