,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
0,0,So,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,what,1.0,182.8,182.8,199.2,177.9,0.9,0.1,0.1
2,0,led,0.7,104.8,104.8,120.4,106.55,0.6,0.1,0.1
3,0,him,0.8,131.8,143.2,143.2,126.35,0.7,0.1,0.1
4,0,not,1.0,162.2,195.3,195.3,166.45,0.8,0.2,0.2
5,0,only,0.8,119.0,154.9,154.9,114.43333333333335,0.6,0.2,0.1
6,0,to,0.5,81.4,100.1,81.4,81.4,0.5,0.0,0.0
7,0,"lie,",0.5,98.6,98.6,98.6,98.6,0.5,0.0,0.0
8,0,but,0.5,68.7,93.4,93.4,60.733333333333334,0.3,0.2,0.1
9,0,to,0.6,115.3,115.3,115.3,115.3,0.6,0.0,0.0
10,0,lie,0.4,74.5,74.5,74.5,74.5,0.4,0.0,0.0
11,0,in,0.3,54.3,54.3,54.3,54.3,0.3,0.0,0.0
12,0,such,0.9,139.6,139.6,139.6,139.6,0.9,0.0,0.0
13,0,a,0.3,48.2,48.2,48.2,48.2,0.3,0.0,0.0
14,0,feeble,0.5,70.0,79.4,79.4,70.85,0.4,0.1,0.1
15,0,and,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,self-destructive,1.9,216.1,378.3,400.1,212.83333333333331,1.0,0.9,0.7
17,0,fashion?,1.2,188.4,221.3,221.3,183.55,1.0,0.2,0.2
18,1,"Y'know,",1.3,142.7,190.9,209.7,147.2,0.9,0.4,0.4
19,1,I,0.1,20.2,20.2,20.2,20.2,0.1,0.0,0.0
20,1,think,1.1,193.0,212.4,269.2,197.4,0.8,0.3,0.3
21,1,the,0.6,84.5,84.5,97.4,81.05,0.5,0.1,0.1
22,1,odd,1.4,181.6,181.6,261.2,176.13333333333333,0.9,0.5,0.4
23,1,John,1.1,220.0,235.7,235.7,214.2,1.0,0.1,0.1
24,1,Fowles,2.0,190.0,347.1,384.9,187.55833333333334,1.0,1.0,0.4
25,1,will.,1.1,127.2,264.1,291.5,156.3,0.6,0.5,0.3
26,2,The,0.3,42.6,50.8,50.8,34.55,0.2,0.1,0.1
27,2,new,1.1,164.8,189.0,219.7,168.9,0.8,0.3,0.2
28,2,figures,1.3,160.6,202.7,221.0,157.55,0.9,0.4,0.4
29,2,come,0.7,98.6,98.6,116.9,101.45,0.6,0.1,0.1
30,2,in,0.1,15.8,15.8,15.8,15.8,0.1,0.0,0.0
31,2,the,0.7,110.0,110.0,141.7,110.75,0.6,0.1,0.1
32,2,same,0.5,107.4,107.4,107.4,107.4,0.5,0.0,0.0
33,2,months,1.3,180.3,208.3,222.9,174.1,1.0,0.3,0.3
34,2,as,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2,Mike,0.7,85.3,118.6,118.6,87.55,0.5,0.2,0.2
36,2,"Tomlinson,",0.9,194.6,217.7,217.7,192.5,0.8,0.1,0.1
37,2,the,0.1,32.6,32.6,32.6,32.6,0.1,0.0,0.0
38,2,chief,0.9,176.2,182.2,199.8,169.2,0.7,0.2,0.1
39,2,inspector,1.0,183.1,193.4,193.4,176.1,0.9,0.1,0.1
40,2,of,0.2,34.2,34.2,34.2,34.2,0.2,0.0,0.0
41,2,"schools,",0.9,164.0,164.0,164.0,164.0,0.9,0.0,0.0
42,2,warned,0.9,155.3,167.5,167.5,154.2,0.8,0.1,0.1
43,2,that,0.5,103.0,103.0,103.0,103.0,0.5,0.0,0.0
44,2,teacher,0.9,152.0,152.0,173.4,155.75,0.8,0.1,0.1
45,2,shortages,1.3,221.6,256.9,274.5,220.96666666666664,1.0,0.3,0.2
46,2,have,0.2,41.7,41.7,41.7,41.7,0.2,0.0,0.0
47,2,become,0.6,53.2,75.2,75.2,52.133333333333326,0.4,0.2,0.1
48,2,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2,'real',1.2,181.8,210.1,210.1,178.36666666666665,1.0,0.2,0.1
50,2,problem,0.7,124.2,133.5,133.5,108.9,0.6,0.1,0.1
51,2,threatening,1.5,195.6,273.8,288.4,182.75,0.9,0.6,0.4
52,2,to,0.2,27.7,27.7,27.7,27.7,0.2,0.0,0.0
53,2,jeopardise,1.4,212.1,285.3,285.3,210.25,1.0,0.4,0.3
54,2,standards,1.1,179.5,199.0,214.3,172.7,0.9,0.2,0.2
55,2,in,0.3,56.5,56.5,56.5,56.5,0.3,0.0,0.0
56,2,schools.,1.1,149.2,174.4,174.4,149.75,0.9,0.2,0.2
57,3,One,0.5,78.6,78.6,78.6,78.6,0.5,0.0,0.0
58,3,way,0.5,108.0,108.0,108.0,108.0,0.5,0.0,0.0
59,3,to,0.4,39.6,49.4,78.1,69.85,0.3,0.1,0.1
60,3,think,0.5,65.0,65.0,65.0,65.0,0.5,0.0,0.0
61,3,about,0.8,130.9,130.9,124.1,124.1,0.8,0.0,0.0
62,3,this,0.6,69.1,69.1,98.9,68.63333333333334,0.4,0.2,0.1
63,3,is,0.5,99.5,99.5,99.5,99.5,0.5,0.0,0.0
64,3,to,0.4,84.9,84.9,84.9,84.9,0.4,0.0,0.0
65,3,regard,1.0,193.5,193.5,219.2,196.65,0.9,0.1,0.1
66,3,recession,1.6,198.1,289.2,339.5,194.8,0.9,0.7,0.5
67,3,as,0.4,64.4,64.4,64.4,64.4,0.4,0.0,0.0
68,3,unpleasant,1.7,184.8,251.5,327.3,168.95,0.9,0.8,0.6
69,3,cleansing,1.0,124.9,148.2,184.3,120.2,0.6,0.4,0.3
70,3,experiences,1.0,193.5,247.0,247.0,183.78333333333336,0.7,0.3,0.2
71,3,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,3,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,3,bit,0.4,55.6,55.6,84.0,60.65,0.3,0.1,0.1
74,3,like,0.2,59.2,59.2,59.2,59.2,0.2,0.0,0.0
75,3,taking,0.5,103.0,103.0,146.7,110.6,0.4,0.1,0.1
76,3,a,0.2,72.2,72.2,72.2,72.2,0.2,0.0,0.0
77,3,cold,0.6,96.7,102.5,102.5,91.35,0.5,0.1,0.1
78,3,shower,0.4,70.9,70.9,70.9,70.9,0.4,0.0,0.0
79,3,with,0.8,129.8,144.2,144.2,128.75,0.7,0.1,0.1
80,3,a,0.2,38.8,38.8,38.8,38.8,0.2,0.0,0.0
81,3,lump,0.5,104.5,104.5,104.5,104.5,0.5,0.0,0.0
82,3,of,0.3,56.9,56.9,69.6,69.6,0.3,0.0,0.0
83,3,carbolic,1.2,158.9,176.0,274.9,164.95,0.8,0.4,0.3
84,3,soap.,0.9,139.0,163.2,163.2,130.15,0.7,0.2,0.2
85,4,Dressed,0.8,201.1,201.1,201.1,201.1,0.8,0.0,0.0
86,4,in,0.4,41.5,41.5,62.3,45.4,0.3,0.1,0.1
87,4,clothes,0.9,121.3,129.1,145.2,113.85,0.7,0.2,0.2
88,4,painted,0.5,62.1,62.1,102.8,68.0,0.3,0.2,0.1
89,4,to,0.1,7.5,7.5,7.5,7.5,0.1,0.0,0.0
90,4,look,0.7,131.2,131.2,153.5,132.8,0.6,0.1,0.1
91,4,like,0.4,78.2,78.2,78.2,78.2,0.4,0.0,0.0
92,4,German,0.7,87.3,102.7,102.7,86.9,0.6,0.1,0.1
93,4,officers',1.2,119.0,211.2,239.4,138.175,0.7,0.5,0.3
94,4,"uniforms,",1.1,159.4,191.2,196.4,145.65,0.8,0.3,0.3
95,4,with,0.4,55.0,55.0,56.6,56.6,0.4,0.0,0.0
96,4,cardboard,1.3,126.9,189.2,277.8,135.99166666666665,0.6,0.7,0.4
97,4,"badges,",1.3,174.1,279.4,331.6,185.88333333333333,0.7,0.6,0.4
98,4,they,0.6,146.9,146.9,152.7,144.4,0.5,0.1,0.1
99,4,wandered,1.3,184.6,238.2,238.2,190.05,1.0,0.3,0.3
100,4,into,0.4,78.6,78.6,78.6,78.6,0.4,0.0,0.0
101,4,the,0.6,120.5,120.5,108.8,108.8,0.6,0.0,0.0
102,4,castle,1.1,157.6,157.6,213.0,160.56666666666666,0.8,0.3,0.2
103,4,guardroom,1.5,214.5,280.8,301.7,216.6833333333333,1.0,0.5,0.4
104,4,and,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,4,"then,",0.9,158.2,173.7,173.7,154.9,0.8,0.1,0.1
106,4,with,0.6,114.4,123.0,123.0,106.55,0.5,0.1,0.1
107,4,the,0.5,90.5,90.5,94.4,94.4,0.5,0.0,0.0
108,4,Dutch,0.9,150.0,165.1,165.1,148.7,0.8,0.1,0.1
109,4,officer,0.6,135.1,135.1,135.1,135.1,0.6,0.0,0.0
110,4,chatting,1.1,193.9,220.7,220.7,189.6,0.9,0.2,0.2
111,4,in,0.4,29.0,29.0,29.0,29.0,0.4,0.0,0.0
112,4,fluent,0.5,80.6,80.6,80.6,80.6,0.5,0.0,0.0
113,4,"German,",0.7,139.5,139.5,139.5,139.5,0.7,0.0,0.0
114,4,sauntered,1.6,219.7,252.9,299.6,206.35,1.0,0.6,0.5
115,4,past,0.8,131.3,149.9,166.8,121.1,0.6,0.2,0.2
116,4,the,0.3,56.2,56.2,49.1,49.1,0.3,0.0,0.0
117,4,guards,0.8,184.9,184.9,184.9,184.9,0.8,0.0,0.0
118,4,whom,0.9,134.4,146.1,154.7,126.8,0.7,0.2,0.2
119,4,they,0.7,126.4,126.4,161.2,134.0,0.6,0.1,0.1
