,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
0,на,0.0,339.72857142857146,424.42857142857144,305.26732673267327,0.0,0.0,0.0,0.0
1,болотах,0.7425742574257426,273.0425531914894,391.21276595744683,563.8514851485148,263.490099009901,0.5643564356435643,0.1782178217821782,0.1782178217821782
2,оставался,1.1584158415841583,201.60416666666666,294.21875,485.9306930693069,313.5792079207921,0.8613861386138614,0.297029702970297,0.297029702970297
3,еще,0.6633663366336634,232.76,245.10666666666665,251.05940594059405,190.95544554455446,0.6336633663366337,0.0297029702970297,0.0297029702970297
4,лед,0.5445544554455446,194.16129032258064,204.41935483870967,169.01980198019803,123.81683168316832,0.5247524752475248,0.019801980198019802,0.019801980198019802
5,но,0.2871287128712871,197.51162790697674,197.51162790697674,97.10891089108911,60.01980198019802,0.2871287128712871,0.0,0.0
6,на,0.4158415841584158,228.56140350877192,243.10526315789474,167.52475247524754,125.07425742574257,0.40594059405940597,0.009900990099009901,0.009900990099009901
7,берегах,0.9900990099009901,214.97826086956522,239.04347826086956,312.2079207920792,257.26237623762376,0.8514851485148515,0.13861386138613863,0.13861386138613863
8,реки,0.6732673267326733,217.83132530120483,223.20481927710844,230.5742574257426,171.64356435643563,0.6435643564356436,0.0297029702970297,0.0297029702970297
9,появилась,1.1782178217821782,240.30107526881721,307.4731182795699,474.0990099009901,387.03960396039605,0.900990099009901,0.27722772277227725,0.27722772277227725
10,трава<eos>,0.9108910891089109,231.40697674418604,248.27906976744185,264.9504950495049,250.56930693069307,0.8514851485148515,0.0594059405940594,0.0594059405940594
11,он,0.0,339.64,424.5733333333333,336.1078431372549,0.0,0.0,0.0,0.0
12,ловко,0.7156862745098039,258.5652173913044,348.10869565217394,418.0686274509804,227.7549019607843,0.5882352941176471,0.12745098039215685,0.12745098039215685
13,поддел,0.9313725490196079,249.84782608695653,292.82608695652175,435.0686274509804,348.671568627451,0.803921568627451,0.12745098039215685,0.12745098039215685
14,концом,0.9901960784313726,251.17894736842106,282.7473684210526,388.3235294117647,323.0833333333333,0.8627450980392157,0.12745098039215685,0.12745098039215685
15,ножа,0.7941176470588235,215.88235294117646,231.3294117647059,268.46078431372547,221.87745098039215,0.7254901960784313,0.06862745098039216,0.06862745098039216
16,замочки,1.1568627450980393,246.32631578947368,300.33684210526314,395.7549019607843,309.6764705882353,0.9019607843137255,0.2549019607843137,0.2549019607843137
17,и,0.10784313725490197,187.6153846153846,216.30769230769232,29.215686274509803,20.220588235294116,0.09803921568627451,0.00980392156862745,0.00980392156862745
18,они,0.5784313725490197,229.33802816901408,244.88732394366198,188.65686274509804,141.04901960784315,0.5392156862745098,0.0392156862745098,0.0392156862745098
19,отскочили<eos>,1.3431372549019607,246.64583333333334,382.6875,458.3921568627451,331.29411764705884,0.9411764705882353,0.4019607843137255,0.4019607843137255
