,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
0,0,Nitrationen,6.0,218.0,1627.0,1892.0,315.3333333333333,1.0,5.0,1.0
1,0,diffundieren,4.0,351.0,537.0,999.0,249.75,1.0,3.0,1.0
2,0,schnell,2.0,321.0,321.0,540.0,270.0,1.0,1.0,1.0
3,0,im,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,Bodenwasser,5.0,557.0,1133.0,1907.0,381.3999999999998,1.0,4.0,1.0
5,1,Die,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,Photonenenergie,9.0,304.0,1134.0,2273.0,252.55555555555563,1.0,8.0,1.0
7,1,wird,1.0,298.0,298.0,298.0,298.0,1.0,0.0,0.0
8,1,dabei,2.0,0.0,0.0,361.0,180.5,1.0,1.0,1.0
9,1,zum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,einen,3.0,163.0,442.0,802.0,267.3333333333332,1.0,2.0,1.0
11,1,als,2.0,0.0,0.0,451.0,225.5,1.0,1.0,1.0
12,1,Rückstoßenergie,5.0,361.0,585.0,1316.0,263.1999999999999,1.0,4.0,1.0
13,1,und,2.0,219.0,219.0,410.0,205.0,1.0,1.0,1.0
14,1,zum,1.0,0.0,0.0,330.0,330.0,1.0,0.0,0.0
15,1,anderen,3.0,204.0,204.0,589.0,196.3333333333333,1.0,2.0,1.0
16,1,als,1.0,238.0,238.0,238.0,238.0,1.0,0.0,0.0
17,1,Anregungsenergie,9.0,356.0,1438.0,2654.0,294.88888888888874,1.0,8.0,1.0
18,1,auf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1,das,1.0,0.0,0.0,186.0,186.0,1.0,0.0,0.0
20,1,Atom,2.0,336.0,336.0,589.0,294.5,1.0,1.0,1.0
21,1,übertragen,4.0,239.0,239.0,823.0,205.75,1.0,3.0,1.0
22,2,Photonische,9.0,337.0,337.0,3373.0,374.77777777777754,1.0,8.0,1.0
23,2,Kristalle,5.0,184.0,184.0,1549.0,309.8,1.0,4.0,1.0
24,2,sind,3.0,234.0,234.0,586.0,195.3333333333333,1.0,2.0,1.0
25,2,räumlich,3.0,263.0,263.0,765.0,255.0,1.0,2.0,1.0
