,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
0,0,тому,1.9607843137254901,346.2886597938144,548.7731958762887,579.4607843137255,307.04330065359477,0.9509803921568627,1.0098039215686274,0.6764705882352942
1,0,кто,1.0098039215686274,189.81690140845072,198.6338028169014,194.5,137.85539215686273,0.696078431372549,0.3137254901960784,0.22549019607843138
2,0,желает,1.6372549019607843,200.18279569892474,216.30107526881721,330.5686274509804,188.41813725490198,0.9117647058823529,0.7254901960784313,0.4803921568627451
3,0,невозможного,2.0980392156862746,219.4375,321.5208333333333,425.70588235294116,195.86906318082788,0.9411764705882353,1.1568627450980393,0.6078431372549019
4,0,объяснят,2.2745098039215685,237.78,310.08,527.0784313725491,233.6213585434174,0.9803921568627451,1.2941176470588236,0.5784313725490197
5,0,близок,1.8823529411764706,228.51,262.94,407.04901960784315,217.7418300653594,0.9803921568627451,0.9019607843137255,0.5882352941176471
6,0,локоть,1.5784313725490196,228.85416666666666,254.79166666666666,335.53921568627453,206.603431372549,0.9411764705882353,0.6372549019607843,0.4411764705882353
7,0,да,0.3333333333333333,211.96428571428572,211.96428571428572,76.3529411764706,60.248366013071895,0.27450980392156865,0.058823529411764705,0.049019607843137254
8,0,не,0.7058823529411765,244.72881355932202,272.4406779661017,168.5392156862745,139.97549019607843,0.5784313725490197,0.12745098039215685,0.12745098039215685
9,0,укусишь,1.4607843137254901,256.54945054945057,336.6703296703297,365.27450980392155,229.7019607843137,0.8921568627450981,0.5686274509803921,0.37254901960784315
10,1,в,0.6633663366336634,369.82,428.22,227.37623762376236,187.83333333333334,0.49504950495049505,0.16831683168316833,0.1188118811881188
11,1,речи,1.9603960396039604,272.9468085106383,398.77659574468083,507.0,254.02293729372943,0.9306930693069307,1.0297029702970297,0.5643564356435643
12,1,ученого,1.9504950495049505,196.90721649484536,225.4020618556701,395.63366336633663,195.99057048562,0.9603960396039604,0.9900990099009901,0.5742574257425742
13,1,прозвучало,1.7821782178217822,220.93548387096774,303.40860215053766,374.3168316831683,197.60749646393208,0.9207920792079208,0.8613861386138614,0.5148514851485149
14,1,неявное,1.5247524752475248,225.56666666666666,264.4,343.96039603960395,205.1370226308345,0.8910891089108911,0.6336633663366337,0.32673267326732675
15,1,сопоставление,2.396039603960396,231.7578947368421,348.0736842105263,514.0693069306931,208.4967821782178,0.9405940594059405,1.4554455445544554,0.6633663366336634
16,1,с,0.1782178217821782,186.7058823529412,186.7058823529412,33.475247524752476,31.46039603960396,0.16831683168316833,0.009900990099009901,0.009900990099009901
17,1,другим,1.5841584158415842,242.80898876404495,284.7415730337079,358.61386138613864,208.2277227722772,0.8811881188118812,0.7029702970297029,0.43564356435643564
18,1,знаменитым,2.118811881188119,250.43478260869566,341.2173913043478,496.0,216.3892267798208,0.9108910891089109,1.2079207920792079,0.5841584158415841
19,1,физиком,1.396039603960396,266.13953488372096,332.95348837209303,374.2970297029703,231.80594059405945,0.8514851485148515,0.5445544554455446,0.31683168316831684
20,2,врач,2.235294117647059,394.55555555555554,553.7979797979798,693.1372549019608,337.6607843137255,0.9705882352941176,1.2647058823529411,0.7352941176470589
21,2,прописал,3.284313725490196,208.42424242424244,269.92929292929296,648.9019607843137,193.76961951447242,0.9705882352941176,2.3137254901960786,0.8725490196078431
