,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
0,0,She,0.5,92.6,92.6,92.6,92.6,0.5,0.0,0.0
1,0,also,0.7,162.9,162.9,162.9,162.9,0.7,0.0,0.0
2,0,posed,0.9,176.5,192.3,192.3,170.95,0.8,0.1,0.1
3,0,for,0.3,53.0,53.0,53.0,53.0,0.3,0.0,0.0
4,0,a,0.3,36.9,36.9,36.9,36.9,0.3,0.0,0.0
5,0,"photographer,",2.1,258.1,424.8,443.5,223.8,1.0,1.1,0.8
6,0,exhibiting,1.6,234.9,277.4,305.4,207.93333333333334,1.0,0.6,0.5
7,0,her,0.5,48.7,48.7,48.7,48.7,0.5,0.0,0.0
8,0,"long,",0.7,109.9,124.9,124.9,114.0,0.6,0.1,0.1
9,0,slim,0.7,95.6,111.5,127.4,96.06666666666666,0.5,0.2,0.1
10,0,legs,0.9,130.5,160.3,181.4,132.13333333333335,0.7,0.2,0.1
11,0,clad,0.5,87.3,87.3,94.6,76.9,0.4,0.1,0.1
12,0,in,0.7,124.5,124.5,144.5,131.05,0.6,0.1,0.1
13,0,fishnet,1.3,230.5,278.2,288.9,231.8,1.0,0.3,0.3
14,0,stockings.,1.4,230.5,284.0,284.0,212.75,1.0,0.4,0.4
15,1,Which,0.3,45.3,45.3,45.3,45.3,0.3,0.0,0.0
16,1,brings,0.5,104.5,104.5,104.5,104.5,0.5,0.0,0.0
17,1,us,0.4,59.4,59.4,90.5,67.2,0.3,0.1,0.1
18,1,to,0.5,39.2,60.2,102.6,41.3,0.2,0.3,0.2
19,1,lesson,1.2,163.5,202.7,202.7,168.63333333333333,0.9,0.3,0.2
20,1,three.,1.2,212.7,237.6,237.6,212.6,1.0,0.2,0.2
21,2,You,0.3,54.0,54.0,54.0,54.0,0.3,0.0,0.0
22,2,could,1.0,173.5,179.9,179.9,169.9,0.9,0.1,0.1
23,2,lean,0.9,104.4,131.9,131.9,103.74000000000001,0.5,0.4,0.1
24,2,in,0.5,91.0,91.0,91.0,91.0,0.5,0.0,0.0
25,2,and,0.9,172.8,172.8,195.0,174.05,0.8,0.1,0.1
26,2,inspect,1.0,206.6,206.6,206.6,206.6,1.0,0.0,0.0
27,2,the,0.2,39.1,39.1,39.1,39.1,0.2,0.0,0.0
28,2,paint,0.7,134.4,134.4,153.1,133.3,0.6,0.1,0.1
29,2,as,0.4,91.9,109.7,91.9,91.9,0.4,0.0,0.0
30,2,close,0.7,119.0,119.0,136.8,118.5,0.6,0.1,0.1
31,2,as,0.6,94.9,94.9,94.9,94.9,0.6,0.0,0.0
32,2,you,0.6,89.9,104.4,104.4,92.7,0.5,0.1,0.1
33,2,"liked,",1.0,213.4,228.2,244.9,200.15,0.8,0.2,0.2
34,2,limited,1.0,222.4,239.5,239.5,221.05,0.9,0.1,0.1
35,2,only,0.9,148.2,158.6,158.6,148.65,0.8,0.1,0.1
36,2,by,0.4,68.9,68.9,68.9,68.9,0.4,0.0,0.0
37,2,the,0.6,77.6,95.5,109.1,95.0,0.5,0.1,0.1
38,2,length,0.9,153.2,170.3,183.9,146.65,0.7,0.2,0.2
39,2,of,0.5,96.2,96.2,92.1,92.1,0.5,0.0,0.0
40,2,your,0.5,109.8,109.8,109.8,109.8,0.5,0.0,0.0
41,2,nose.,1.2,175.9,212.2,250.4,187.9,0.9,0.3,0.3
42,3,The,0.2,40.1,40.1,40.1,40.1,0.2,0.0,0.0
43,3,downswing,2.3,266.9,376.4,600.8,257.65500000000003,1.0,1.3,0.6
44,3,through,1.6,220.4,230.5,360.4,199.02333333333334,0.9,0.7,0.3
45,3,the,0.3,51.8,51.8,51.8,51.8,0.3,0.0,0.0
46,3,course,1.4,241.0,327.2,327.2,213.25,0.9,0.5,0.5
47,3,of,0.1,25.5,25.5,25.5,25.5,0.1,0.0,0.0
48,3,2001,1.2,138.8,173.5,207.9,139.78333333333336,0.8,0.4,0.3
49,3,proved,1.5,174.4,251.5,274.1,176.55,0.9,0.6,0.5
50,3,to,0.5,91.0,91.0,91.0,91.0,0.5,0.0,0.0
51,3,be,0.7,173.2,186.4,186.4,175.75,0.6,0.1,0.1
52,3,relatively,1.4,171.7,289.3,289.3,173.18333333333334,0.8,0.6,0.4
53,3,mild.,1.0,177.2,209.4,209.4,183.45,0.9,0.1,0.1
54,4,This,0.8,126.1,126.1,126.1,126.1,0.8,0.0,0.0
55,4,is,0.3,44.3,44.3,82.2,52.9,0.2,0.1,0.1
56,4,a,0.4,55.1,55.1,70.5,48.0,0.3,0.1,0.1
57,4,clear,1.0,156.4,164.5,173.4,148.05,0.8,0.2,0.2
58,4,case,0.2,23.8,23.8,23.8,23.8,0.2,0.0,0.0
59,4,of,0.5,75.0,85.0,85.0,70.8,0.4,0.1,0.1
60,4,maximising,2.0,214.8,280.9,416.6,219.63333333333335,1.0,1.0,0.6
61,4,benefits,1.6,206.6,221.0,303.7,208.2166666666667,1.0,0.6,0.4
62,4,and,0.3,35.8,35.8,35.8,35.8,0.3,0.0,0.0
63,4,minimising,1.8,266.3,290.1,402.0,251.3,1.0,0.8,0.5
64,4,harm.,1.1,202.9,221.9,265.2,214.2,0.9,0.2,0.2
65,5,'No,0.2,44.7,44.7,44.7,44.7,0.2,0.0,0.0
66,5,quarter,1.4,191.6,213.8,326.8,185.05,0.8,0.6,0.5
67,5,is,0.4,69.2,69.2,82.4,65.05,0.3,0.1,0.1
68,5,given;,1.2,158.7,199.9,213.3,131.925,0.7,0.5,0.3
69,5,it,0.6,90.8,90.8,153.6,96.46666666666667,0.4,0.2,0.1
70,5,is,0.7,95.7,95.7,115.1,95.3,0.6,0.1,0.1
71,5,a,0.7,150.0,150.0,195.7,148.9,0.5,0.2,0.1
72,5,sheer,0.9,134.8,161.0,191.8,126.2,0.6,0.3,0.3
73,5,butchery;,1.3,160.5,214.9,233.1,149.85,0.8,0.5,0.5
74,5,a,0.2,39.6,39.6,39.6,39.6,0.2,0.0,0.0
75,5,struggle,1.1,152.2,199.0,219.7,165.3,0.8,0.3,0.3
76,5,between,0.9,166.4,177.9,177.9,164.1,0.8,0.1,0.1
77,5,savage,1.0,160.6,184.6,196.2,159.85,0.8,0.2,0.2
78,5,"beasts,",0.9,171.6,181.1,181.1,172.7,0.8,0.1,0.1
79,5,maddened,1.3,156.5,256.0,256.0,160.3,0.8,0.5,0.4
80,5,with,0.5,61.2,110.2,110.2,67.25,0.3,0.2,0.2
