,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
0,0,этот,0.08823529411764706,385.1818181818182,533.6666666666666,668.1176470588235,31.024509803921568,0.058823529411764705,0.029411764705882353,0.029411764705882353
1,0,роман,0.7549019607843137,200.72277227722773,238.95049504950495,469.2647058823529,310.72058823529414,0.6862745098039216,0.06862745098039216,0.06862745098039216
2,0,захватывает,1.2058823529411764,204.01,307.56,594.9411764705883,425.51960784313724,0.9117647058823529,0.29411764705882354,0.29411764705882354
3,0,читателя,1.0490196078431373,213.7422680412371,237.69072164948454,267.1764705882353,226.7156862745098,0.9019607843137255,0.14705882352941177,0.14705882352941177
4,0,с,0.13725490196078433,179.625,179.625,28.176470588235293,25.08823529411765,0.13725490196078433,0.0,0.0
5,0,первой,0.8725490196078431,217.42528735632183,232.11494252873564,217.76470588235293,199.01470588235293,0.8333333333333334,0.0392156862745098,0.0392156862745098
6,0,страницы,0.9803921568627451,199.68085106382978,216.90425531914894,215.16666666666666,199.15686274509804,0.9215686274509803,0.058823529411764705,0.058823529411764705
7,0,и,0.0784313725490196,187.6,187.6,18.392156862745097,14.598039215686274,0.0784313725490196,0.0,0.0
8,0,держит,0.9019607843137255,231.97752808988764,249.40449438202248,258.4117647058824,225.65686274509804,0.803921568627451,0.09803921568627451,0.09803921568627451
9,0,до,0.1568627450980392,210.5,210.5,52.27450980392157,37.61764705882353,0.1568627450980392,0.0,0.0
10,0,последней,1.1176470588235294,244.2173913043478,323.2173913043478,340.0882352941176,270.20588235294116,0.9019607843137255,0.21568627450980393,0.21568627450980393
11,1,старый,0.5294117647058824,356.84158415841586,624.5940594059406,868.5294117647059,158.73529411764707,0.28431372549019607,0.24509803921568626,0.24509803921568626
12,1,шкаф,0.7156862745098039,181.32967032967034,191.45054945054946,371.97058823529414,284.3970588235294,0.6764705882352942,0.0392156862745098,0.0392156862745098
13,1,орехового,1.0980392156862746,219.2842105263158,260.41052631578947,528.0392156862745,430.9901960784314,0.8823529411764706,0.21568627450980393,0.21568627450980393
14,1,дерева,0.8823529411764706,211.64893617021278,224.60638297872342,374.1372549019608,318.1078431372549,0.8137254901960784,0.06862745098039216,0.06862745098039216
15,1,был,0.6274509803921569,200.67105263157896,204.26315789473685,212.9313725490196,190.48529411764707,0.6078431372549019,0.0196078431372549,0.0196078431372549
16,1,явно,0.7450980392156863,214.4025974025974,237.03896103896105,229.2450980392157,191.52450980392157,0.6666666666666666,0.0784313725490196,0.0784313725490196
17,1,не,0.3627450980392157,209.19565217391303,215.7391304347826,106.30392156862744,84.1029411764706,0.35294117647058826,0.00980392156862745,0.00980392156862745
18,1,отсюда,1.088235294117647,250.48863636363637,349.8863636363636,348.72549019607845,278.79901960784315,0.8627450980392157,0.22549019607843138,0.22549019607843138
19,2,мне,0.0,382.2637362637363,464.8021978021978,439.27450980392155,0.0,0.0,0.0,0.0
20,2,нравится,0.7843137254901961,188.29473684210527,224.61052631578949,312.6862745098039,186.02450980392157,0.6666666666666666,0.11764705882352941,0.11764705882352941
21,2,сын,0.5784313725490197,201.56756756756758,214.51351351351352,195.83333333333334,136.80882352941177,0.5196078431372549,0.058823529411764705,0.058823529411764705
22,2,коллеги,1.107843137254902,219.13684210526316,268.7684210526316,312.1862745098039,232.95098039215685,0.8823529411764706,0.22549019607843138,0.22549019607843138
23,2,который,0.9313725490196079,207.0989010989011,221.47252747252747,230.44117647058823,202.2549019607843,0.8431372549019608,0.08823529411764706,0.08823529411764706
