After                              20  1 1   1   1   0   5   5   0   0   0     1      62   
England's                          20  1 1   2   2   6   9   9   8   0   0     2     -99   
overwhelming                       20  1 1   3   3  16  12  12   0   0   0     3       2   
defeat                             20  1 1   4   4  29   6   6   0   0   0     4       1   
of                                 20  1 1   5   5  36   2   2   0   0   0     5    1757   
the                                20  1 1   6   6  39   3   3   0   0   0     6    3511   
admired                            20  1 1   7   7  43   7   7   0   0   0     7       1   
Ireland                            20  1 1   8   8  51   7   7   0   0   0     8      12   
-                                  20  1 1   9   9  59   1   1  12   0   0     9     -99   
how                                20  1 1  10  10  61   3   3   0   0   0    10      59   
long                               20  1 1  11  11  65   4   4   0   0   0    11      43   
ago                                20  1 1  12  12  70   3   3   0   0   0    12      29   
it                                 20  1 1  13  13  74   2   2   0   0   0    13     544   
now                                20  1 1  14  14  77   3   3   0   0   0    14     107   
seems                              20  1 2   1  15   0   5   5   0   0   0    15      30   
-                                  20  1 2   2  16   6   1   1  12   0   0    16     -99   
the                                20  1 2   3  17   8   3   3   0   0   0    17    3511   
London                             20  1 2   4  18  12   6   6   0   0   0    18      27   
press,                             20  1 2   5  19  19   6   5   2   0   1    19      14   
sober                              20  1 2   6  20  26   5   5   0   0   0    20       1   
broadsheets                        20  1 2   7  21  32  11  11   0   0   0    21       1   
as                                 20  1 2   8  22  44   2   2   0   0   0    22     422   
much                               20  1 2   9  23  47   4   4   0   0   0    23      97   
as                                 20  1 2  10  24  52   2   2   0   0   0    24     422   
xenophobic                         20  1 2  11  25  55  10  10   0   0   0    25       2   
tabloids,                          20  1 2  12  26  66   9   8   2   0   1    26       1   
outdid                             20  1 3   1  27   0   6   6   0   0   0    27       1   
even                               20  1 3   2  28   7   4   4   0   0   0    28      84   
Welsh                              20  1 3   3  29  12   5   5   0   0   0    29       3   
supporters                         20  1 3   4  30  18  10  10   0   0   0    30       2   
of                                 20  1 3   5  31  29   2   2   0   0   0    31    1757   
the                                20  1 3   6  32  32   3   3   0   0   0    32    3511   
1970s                              20  1 3   7  33  36   5   5   0   0   0    33       5   
in                                 20  1 3   8  34  42   2   2   0   0   0    34    1091   
lack                               20  1 3   9  35  45   4   4   0   0   0    35       7   
of                                 20  1 3  10  36  50   2   2   0   0   0    36    1757   
realism                            20  1 3  11  37  53   7   7   0   0   0    37       2   
and                                20  1 3  12  38  61   3   3   0   0   0    38    1283   
sheer                              20  1 3  13  39  65   5   5   0   0   0    39       2   
conceit;                           20  1 3  14  40  71   8   7   3   0   1    40       1   
which                              20  1 4   1  41   0   5   5   0   0   0    41     152   
is                                 20  1 4   2  42   6   2   2   0   0   0    42     717   
saying                             20  1 4   3  43   9   6   6   0   0   0    43       9   
something.                         20  1 4   4  44  16  10   9   1   0   1    44      29   
I                                  20  1 4   5  45  31   1   1   0   0   0    45     327   
did                                20  1 4   6  46  33   3   3   0   0   0    46      43   
not                                20  1 4   7  47  37   3   3   0   0   0    47     277   
undervalue                         20  1 4   8  48  41  10  10   0   0   0    48       1   
the                                20  1 4   9  49  52   3   3   0   0   0    49    3511   
victory                            20  1 4  10  50  56   7   7   0   0   0    50       4   
over                               20  1 4  11  51  64   4   4   0   0   0    51      76   
an                                 20  1 4  12  52  69   2   2   0   0   0    52     195   
Ireland                            20  1 4  13  53  72   7   7   0   0   0    53      12   
side                               20  1 5   1  54   0   4   4   0   0   0    54      12   
who,                               20  1 5   2  55   5   4   3   2   0   1    55     157   
as                                 20  1 5   3  56  10   2   2   0   0   0    56     422   
they                               20  1 5   4  57  13   4   4   0   0   0    57     258   
showed                             20  1 5   5  58  18   6   6   0   0   0    58       2   
against                            20  1 5   6  59  25   7   7   0   0   0    59      36   
Scotland                           20  1 5   7  60  33   8   8   0   0   0    60       1   
on                                 20  1 5   8  61  42   2   2   0   0   0    61     417   
Saturday,                          20  1 5   9  62  45   9   8   2   0   1    62       2   
can                                20  1 5  10  63  55   3   3   0   0   0    63     123   
pile                               20  1 5  11  64  59   4   4   0   0   0    64       1   
up                                 20  1 5  12  65  64   2   2   0   0   0    65     135   
points                             20  1 5  13  66  67   6   6   0   0   0    66       5   
even                               20  1 5  14  67  74   4   4   0   0   0    67      84   
though                             20  2 1   1   1   0   6   6   0   0   0    68      37   
they                               20  2 1   2   2   7   4   4   0   0   0    69     258   
may                                20  2 1   3   3  12   3   3   0   0   0    70      67   
be                                 20  2 1   4   4  16   2   2   0   0   0    71     423   
losing                             20  2 1   5   5  19   6   6   0   0   0    72       4   
the                                20  2 1   6   6  26   3   3   0   0   0    73    3511   
set                                20  2 1   7   7  30   3   3   0   0   0    74      26   
