As                                  8  1 1   1   1   0   2   2   0   0   0     1     422   
the                                 8  1 1   2   2   3   3   3   0   0   0     2    3511   
first                               8  1 1   3   3   7   5   5   0   0   0     3      87   
phase                               8  1 1   4   4  13   5   5   0   0   0     4       4   
of                                  8  1 1   5   5  19   2   2   0   0   0     5    1757   
the                                 8  1 1   6   6  22   3   3   0   0   0     6    3511   
official                            8  1 1   7   7  26   8   8   0   0   0     7      10   
inquiry                             8  1 1   8   8  35   7   7   0   0   0     8       5   
into                                8  1 1   9   9  43   4   4   0   0   0     9      82   
the                                 8  1 1  10  10  48   3   3   0   0   0    10    3511   
death                               8  1 1  11  11  52   5   5   0   0   0    11      22   
of                                  8  1 1  12  12  58   2   2   0   0   0    12    1757   
Victoria                            8  1 1  13  13  61   8   8   0   0   0    13       8   
Climbie                             8  1 1  14  14  70   7   7   0   0   0    14       8   
drew                                8  1 2   1  15   0   4   4   0   0   0    15       1   
to                                  8  1 2   2  16   5   2   2   0   0   0    16    1597   
a                                   8  1 2   3  17   8   1   1   0   0   0    17    1434   
close                               8  1 2   4  18  10   5   5   0   0   0    18      12   
yesterday,                          8  1 2   5  19  16  10   9   2   0   1    19      16   
this                                8  1 2   6  20  27   4   4   0   0   0    20     293   
is                                  8  1 2   7  21  32   2   2   0   0   0    21     717   
perhaps                             8  1 2   8  22  35   7   7   0   0   0    22      30   
a                                   8  1 2   9  23  43   1   1   0   0   0    23    1434   
good                                8  1 2  10  24  45   4   4   0   0   0    24      52   
moment                              8  1 2  11  25  50   6   6   0   0   0    25      12   
to                                  8  1 2  12  26  57   2   2   0   0   0    26    1597   
recall                              8  1 2  13  27  60   6   6   0   0   0    27       8   
the                                 8  1 2  14  28  67   3   3   0   0   0    28    3511   
words                               8  1 2  15  29  71   5   5   0   0   0    29       6   
of                                  8  1 2  16  30  77   2   2   0   0   0    30    1757   
Lord                                8  1 3   1  31   0   4   4   0   0   0    31       8   
Laming,                             8  1 3   2  32   5   7   6   2   0   1    32       2   
the                                 8  1 3   3  33  13   3   3   0   0   0    33    3511   
chairman                            8  1 3   4  34  17   8   8   0   0   0    34       3   
of                                  8  1 3   5  35  26   2   2   0   0   0    35    1757   
the                                 8  1 3   6  36  29   3   3   0   0   0    36    3511   
inquiry,                            8  1 3   7  37  33   8   7   2   0   1    37       5   
on                                  8  1 3   8  38  42   2   2   0   0   0    38     417   
the                                 8  1 3   9  39  45   3   3   0   0   0    39    3511   
opening                             8  1 3  10  40  49   7   7   0   0   0    40       1   
of                                  8  1 3  11  41  57   2   2   0   0   0    41    1757   
the                                 8  1 3  12  42  60   3   3   0   0   0    42    3511   
proceedings                         8  1 3  13  43  64  11  11   0   0   0    43       4   
some                                8  1 3  14  44  76   4   4   0   0   0    44      86   
months                              8  1 4   1  45   0   6   6   0   0   0    45      14   
ago.                                8  1 4   2  46   7   4   3   1   0   1    46      29   
At                                  8  1 4   3  47  12   2   2   0   0   0    47     269   
that                                8  1 4   4  48  15   4   4   0   0   0    48     871   
time                                8  1 4   5  49  20   4   4   0   0   0    49     105   
he                                  8  1 4   6  50  25   2   2   0   0   0    50     265   
said                                8  1 4   7  51  28   4   4   0   0   0    51      53   
that                                8  1 4   8  52  33   4   4   0   0   0    52     871   
he                                  8  1 4   9  53  38   2   2   0   0   0    53     265   
hoped                               8  1 4  10  54  41   5   5   0   0   0    54       2   
that                                8  1 4  11  55  47   4   4   0   0   0    55     871   
the                                 8  1 4  12  56  52   3   3   0   0   0    56    3511   
Climbie                             8  1 4  13  57  56   7   7   0   0   0    57       8   
case                                8  1 4  14  58  64   4   4   0   0   0    58      26   
would                               8  1 4  15  59  69   5   5   0   0   0    59     146   
mark                                8  1 4  16  60  75   4   4   0   0   0    60      10   
a                                   8  1 5   1  61   0   1   1   0   0   0    61    1434   
'turning                            8  1 5   2  62   2   8   7   9   1   0    62       4   
point'                              8  1 5   3  63  11   6   5   9   0   1    63      26   
and                                 8  1 5   4  64  18   3   3   0   0   0    64    1283   
that                                8  1 5   5  65  22   4   4   0   0   0    65     871   
the                                 8  1 5   6  66  27   3   3   0   0   0    66    3511   
lessons                             8  1 5   7  67  31   7   7   0   0   0    67       7   
of                                  8  1 5   8  68  39   2   2   0   0   0    68    1757   
the                                 8  1 5   9  69  42   3   3   0   0   0    69    3511   
case                                8  1 5  10  70  46   4   4   0   0   0    70      26   
would                               8  1 5  11  71  51   5   5   0   0   0    71     146   
result                              8  1 5  12  72  57   6   6   0   0   0    72      14   
in                                  8  1 5  13  73  64   2   2   0   0   0    73    1091   
proper                              8  1 5  14  74  67   6   6   0   0   0    74       8   
protection                          8  2 1   1   1   0  10  10   0   0   0    75       4   
for                                 8  2 1   2   2  11   3   3   0   0   0    76     519   
vulnerable                          8  2 1   3   3  15  10  10   0   0   0    77       5   
and                                 8  2 1   4   4  26   3   3   0   0   0    78    1283   
abused                              8  2 1   5   5  30   6   6   0   0   0    79       1   
children                            8  2 1   6   6  37   8   8   0   0   0    80      43   
in                                  8  2 1   7   7  46   2   2   0   0   0    81    1091   
Britain.                            8  2 1   8   8  49   8   7   1   0   1    82      26   
Lord                                8  2 1   9   9  62   4   4   0   0   0    83       8   
Laming                              8  2 1  10  10  67   6   6   0   0   0    84       2   
is                                  8  2 1  11  11  74   2   2   0   0   0    85     717   
certainly                           8  2 2   1  12   0   9   9   0   0   0    86      21   
right                               8  2 2   2  13  10   5   5   0   0   0    87      38   
to                                  8  2 2   3  14  16   2   2   0   0   0    88    1597   
hope                                8  2 2   4  15  19   4   4   0   0   0    89      14   
for                                 8  2 2   5  16  24   3   3   0   0   0    90     519   
such                                8  2 2   6  17  28   4   4   0   0   0    91      87   
an                                  8  2 2   7  18  33   2   2   0   0   0    92     195   
outcome,                            8  2 2   8  19  36   8   7   2   0   1    93       3   
but                                 8  2 2   9  20  45   3   3   0   0   0    94     325   
the                                 8  2 2  10  21  49   3   3   0   0   0    95    3511   
long                                8  2 2  11  22  53   4   4   0   0   0    96      43   
list                                8  2 2  12  23  58   4   4   0   0   0    97       5   
of                                  8  2 2  13  24  63   2   2   0   0   0    98    1757   
previous                            8  2 2  14  25  66   8   8   0   0   0    99       3   
high-                               8  2 2  15  26  75   5   5  12   0   0   100      14   
profile                             8  2 3   1  27   0   7   7   0   0   0   101       2   
child-abuse                         8  2 3   2  28   8  11  11   0   0   0   102     -99   
cases                               8  2 3   3  29  20   5   5   0   0   0   103       5   
suggests                            8  2 3   4  30  26   8   8   0   0   0   104       9   
otherwise.                          8  2 3   5  31  35  10   9   1   0   1   105       5   
Victoria                            8  2 3   6  32  46   8   8   0   0   0   106       8   
Climbie's                           8  2 3   7  33  55   9   9   8   0   0   107     -99   
name                                8  2 3   8  34  65   4   4   0   0   0   108       7   
joins                               8  2 3   9  35  70   5   5   0   0   0   109       1   
those                               8  2 4   1  36   0   5   5   0   0   0   110      59   
of                                  8  2 4   2  37   6   2   2   0   0   0   111    1757   
Kimberley                           8  2 4   3  38   9   9   9   0   0   0   112       1   
Carlile,                            8  2 4   4  39  19   8   7   2   0   1   113       1   
Jasmine                             8  2 4   5  40  28   7   7   0   0   0   114       1   
Beckford,                           8  2 4   6  41  36   9   8   2   0   1   115       1   
Maria                               8  2 4   7  42  46   5   5   0   0   0   116       1   
Colwell,                            8  2 4   8  43  52   8   7   2   0   1   117       1   
Shirley                             8  2 4   9  44  61   7   7   0   0   0   118       1   
Woodcock                            8  2 4  10  45  69   8   8   0   0   0   119       1   
and                                 8  2 5   1  46   0   3   3   0   0   0   120    1283   
many                                8  2 5   2  47   4   4   4   0   0   0   121      81   
