Rather                             10  1 1   1   1   0   6   6   0   0   0     1      42   
as                                 10  1 1   2   2   7   2   2   0   0   0     2     422   
Basil                              10  1 1   3   3  10   5   5   0   0   0     3       1   
Fawlty                             10  1 1   4   4  16   6   6   0   0   0     4       1   
couldn't                           10  1 1   5   5  23   8   8   8   0   0     5     -99   
stop                               10  1 1   6   6  32   4   4   0   0   0     6      10   
talking                            10  1 1   7   7  37   7   7   0   0   0     7       5   
about                              10  1 1   8   8  45   5   5   0   0   0     8     164   
the                                10  1 1   9   9  51   3   3   0   0   0     9    3511   
war                                10  1 1  10  10  55   3   3   0   0   0    10      28   
to                                 10  1 1  11  11  59   2   2   0   0   0    11    1597   
his                                10  1 1  12  12  62   3   3   0   0   0    12     161   
German                             10  1 1  13  13  66   6   6   0   0   0    13       7   
guests,                            10  1 1  14  14  73   7   6   2   0   1    14       3   
so                                 10  1 2   1  15   0   2   2   0   0   0    15     154   
Peter                              10  1 2   2  16   3   5   5   0   0   0    16      11   
Hain,                              10  1 2   3  17   9   5   4   2   0   1    17       6   
the                                10  1 2   4  18  15   3   3   0   0   0    18    3511   
Minister                           10  1 2   5  19  19   8   8   0   0   0    19      24   
for                                10  1 2   6  20  28   3   3   0   0   0    20     519   
Europe,                            10  1 2   7  21  32   7   6   2   0   1    21      18   
finds                              10  1 2   8  22  40   5   5   0   0   0    22       4   
it                                 10  1 2   9  23  46   2   2   0   0   0    23     544   
almost                             10  1 2  10  24  49   6   6   0   0   0    24      16   
impossible                         10  1 2  11  25  56  10  10   0   0   0    25      11   
to                                 10  1 2  12  26  67   2   2   0   0   0    26    1597   
stop                               10  1 2  13  27  70   4   4   0   0   0    27      10   
talking                            10  1 3   1  28   0   7   7   0   0   0    28       5   
about                              10  1 3   2  29   8   5   5   0   0   0    29     164   
the                                10  1 3   3  30  14   3   3   0   0   0    30    3511   
euro,                              10  1 3   4  31  18   5   4   2   0   1    31       7   
even                               10  1 3   5  32  24   4   4   0   0   0    32      84   
though                             10  1 3   6  33  29   6   6   0   0   0    33      37   
he                                 10  1 3   7  34  36   2   2   0   0   0    34     265   
knows                              10  1 3   8  35  39   5   5   0   0   0    35       8   
he                                 10  1 3   9  36  45   2   2   0   0   0    36     265   
shouldn't.                         10  1 3  10  37  48  10   9  24   0   1    37     -99   
In                                 10  1 3  11  38  63   2   2   0   0   0    38    1091   
a                                  10  1 3  12  39  66   1   1   0   0   0    39    1434   
conversation                       10  1 3  13  40  68  12  12   0   0   0    40       2   
with                               10  1 4   1  41   0   4   4   0   0   0    41     393   
Le                                 10  1 4   2  42   5   2   2   0   0   0    42       2   
Figaro                             10  1 4   3  43   8   6   6   0   0   0    43       2   
that                               10  1 4   4  44  15   4   4   0   0   0    44     871   
can                                10  1 4   5  45  20   3   3   0   0   0    45     123   
hardly                             10  1 4   6  46  24   6   6   0   0   0    46      11   
fail                               10  1 4   7  47  31   4   4   0   0   0    47       3   
to                                 10  1 4   8  48  36   2   2   0   0   0    48    1597   
inflame                            10  1 4   9  49  39   7   7   0   0   0    49       1   
the                                10  1 4  10  50  47   3   3   0   0   0    50    3511   
Treasury,                          10  1 4  11  51  51   9   8   2   0   1    51       2   
Mr                                 10  1 4  12  52  61   2   2   0   0   0    52     109   
Hain                               10  1 4  13  53  64   4   4   0   0   0    53       6   
has                                10  1 4  14  54  69   3   3   0   0   0    54     239   
just                               10  1 4  15  55  73   4   4   0   0   0    55      75   
floated                            10  1 5   1  56   0   7   7   0   0   0    56       3   
a                                  10  1 5   2  57   8   1   1   0   0   0    57    1434   
detailed                           10  1 5   3  58  10   8   8   0   0   0    58       3   
timetable                          10  1 5   4  59  19   9   9   0   0   0    59       2   
for                                10  1 5   5  60  29   3   3   0   0   0    60     519   
potential                          10  1 5   6  61  33   9   9   0   0   0    61      11   
British                            10  1 5   7  62  43   7   7   0   0   0    62      77   
entry                              10  1 5   8  63  51   5   5   0   0   0    63      11   
into                               10  1 5   9  64  57   4   4   0   0   0    64      82   
the                                10  1 5  10  65  62   3   3   0   0   0    65    3511   
single                             10  1 5  11  66  66   6   6   0   0   0    66       9   
currency,                          10  2 1   1   1   0   9   8   2   0   1    67       4   
