You                                17  1 1   1   1   0   3   3   0   0   0     1     179   
don't                              17  1 1   2   2   4   5   5   8   0   0     2     -99   
actually                           17  1 1   3   3  10   8   8   0   0   0     3      17   
need                               17  1 1   4   4  19   4   4   0   0   0     4      36   
computers                          17  1 1   5   5  24   9   9   0   0   0     5       7   
for                                17  1 1   6   6  34   3   3   0   0   0     6     519   
special                            17  1 1   7   7  38   7   7   0   0   0     7      10   
effects,                           17  1 1   8   8  46   8   7   2   0   1     8      10   
as                                 17  1 1   9   9  55   2   2   0   0   0     9     422   
the                                17  1 1  10  10  58   3   3   0   0   0    10    3511   
Bafta                              17  1 1  11  11  62   5   5   0   0   0    11       2   
Award                              17  1 1  12  12  68   5   5   0   0   0    12       4   
ceremony                           17  1 2   1  13   0   8   8   0   0   0    13       3   
demonstrated                       17  1 2   2  14   9  12  12   0   0   0    14       3   
on                                 17  1 2   3  15  22   2   2   0   0   0    15     417   
Sunday                             17  1 2   4  16  25   6   6   0   0   0    16       7   
evening.                           17  1 2   5  17  32   8   7   1   0   1    17       5   
As                                 17  1 2   6  18  41   2   2   0   0   0    18     422   
the                                17  1 2   7  19  44   3   3   0   0   0    19    3511   
stars                              17  1 2   8  20  48   5   5   0   0   0    20       3   
arrived,                           17  1 2   9  21  54   8   7   2   0   1    21       9   
an                                 17  1 2  10  22  63   2   2   0   0   0    22     195   
unforeseen                         17  1 2  11  23  66  10  10   0   0   0    23       2   
combination                        17  1 3   1  24   0  11  11   0   0   0    24       6   
of                                 17  1 3   2  25  12   2   2   0   0   0    25    1757   
household                          17  1 3   3  26  15   9   9   0   0   0    26       5   
chemicals                          17  1 3   4  27  25   9   9   0   0   0    27       1   
and                                17  1 3   5  28  35   3   3   0   0   0    28    1283   
the                                17  1 3   6  29  39   3   3   0   0   0    29    3511   
worst                              17  1 3   7  30  43   5   5   0   0   0    30      10   
of                                 17  1 3   8  31  49   2   2   0   0   0    31    1757   
English                            17  1 3   9  32  52   7   7   0   0   0    32      14   
weather                            17  1 3  10  33  60   7   7   0   0   0    33       4   
added                              17  1 3  11  34  68   5   5   0   0   0    34       7   
a                                  17  1 3  12  35  74   1   1   0   0   0    35    1434   
