The                                 3  1 1   1   1   0   3   3   0   0   0     1    3511   
decision                            3  1 1   2   2   4   8   8   0   0   0     2      11   
of                                  3  1 1   3   3  13   2   2   0   0   0     3    1757   
the                                 3  1 1   4   4  16   3   3   0   0   0     4    3511   
Human                               3  1 1   5   5  20   5   5   0   0   0     5      25   
Fertility                           3  1 1   6   6  26   9   9   0   0   0     6       1   
and                                 3  1 1   7   7  36   3   3   0   0   0     7    1283   
Embryology                          3  1 1   8   8  40  10  10   0   0   0     8       3   
Authority                           3  1 1   9   9  51   9   9   0   0   0     9       8   
(HFEA)                              3  1 1  10  10  61   6   4  37   1   1    10       6   
to                                  3  1 1  11  11  68   2   2   0   0   0    11    1597   
allow                               3  1 1  12  12  71   5   5   0   0   0    12       6   
a                                   3  1 1  13  13  77   1   1   0   0   0    13    1434   
couple                              3  1 2   1  14   0   6   6   0   0   0    14       7   
to                                  3  1 2   2  15   7   2   2   0   0   0    15    1597   
select                              3  1 2   3  16  10   6   6   0   0   0    16       5   
genetically                         3  1 2   4  17  17  11  11   0   0   0    17       2   
their                               3  1 2   5  18  29   5   5   0   0   0    18     225   
next                                3  1 2   6  19  35   4   4   0   0   0    19      35   
baby                                3  1 2   7  20  40   4   4   0   0   0    20       5   
was                                 3  1 2   8  21  45   3   3   0   0   0    21     383   
bound                               3  1 2   9  22  49   5   5   0   0   0    22       2   
to                                  3  1 2  10  23  55   2   2   0   0   0    23    1597   
raise                               3  1 2  11  24  58   5   5   0   0   0    24       3   
concerns                            3  1 2  12  25  64   8   8   0   0   0    25       2   
that                                3  1 2  13  26  73   4   4   0   0   0    26     871   
advances                            3  1 3   1  27   0   8   8   0   0   0    27       5   
in                                  3  1 3   2  28   9   2   2   0   0   0    28    1091   
biotechnology                       3  1 3   3  29  12  13  13   0   0   0    29       4   
are                                 3  1 3   4  30  26   3   3   0   0   0    30     351   
racing                              3  1 3   5  31  30   6   6   0   0   0    31       4   
ahead                               3  1 3   6  32  37   5   5   0   0   0    32       9   
of                                  3  1 3   7  33  43   2   2   0   0   0    33    1757   
our                                 3  1 3   8  34  46   3   3   0   0   0    34      84   
ability                             3  1 3   9  35  50   7   7   0   0   0    35       9   
to                                  3  1 3  10  36  58   2   2   0   0   0    36    1597   
control                             3  1 3  11  37  61   7   7   0   0   0    37      10   
the                                 3  1 3  12  38  69   3   3   0   0   0    38    3511   
consequences.                       3  1 4   1  39   0  13  12   1   0   1    39       8   
The                                 3  1 4   2  40  14   3   3   0   0   0    40    3511   
couple                              3  1 4   3  41  18   6   6   0   0   0    41       7   
at                                  3  1 4   4  42  25   2   2   0   0   0    42     269   
the                                 3  1 4   5  43  28   3   3   0   0   0    43    3511   
centre                              3  1 4   6  44  32   6   6   0   0   0    44      16   
of                                  3  1 4   7  45  39   2   2   0   0   0    45    1757   
this                                3  1 4   8  46  42   4   4   0   0   0    46     293   
case                                3  1 4   9  47  47   4   4   0   0   0    47      26   
have                                3  1 4  10  48  52   4   4   0   0   0    48     361   
a                                   3  1 4  11  49  57   1   1   0   0   0    49    1434   
son                                 3  1 4  12  50  59   3   3   0   0   0    50       6   
who                                 3  1 4  13  51  63   3   3   0   0   0    51     157   
suffers                             3  1 4  14  52  67   7   7   0   0   0    52       1   
from                                3  1 4  15  53  75   4   4   0   0   0    53     248   
a                                   3  1 5   1  54   0   1   1   0   0   0    54    1434   
potentially                         3  1 5   2  55   2  11  11   0   0   0    55       3   
fatal                               3  1 5   3  56  14   5   5   0   0   0    56       3   
disorder                            3  1 5   4  57  20   8   8   0   0   0    57       4   
and                                 3  1 5   5  58  29   3   3   0   0   0    58    1283   
whose                               3  1 5   6  59  33   5   5   0   0   0    59      11   
best                                3  1 5   7  60  39   4   4   0   0   0    60      23   
hope                                3  1 5   8  61  44   4   4   0   0   0    61      14   
is                                  3  1 5   9  62  49   2   2   0   0   0    62     717   
a                                   3  1 5  10  63  52   1   1   0   0   0    63    1434   
marrow                              3  1 5  11  64  54   6   6   0   0   0    64       2   
transplant                          3  1 5  12  65  61  10  10   0   0   0    65       1   
from                                3  1 5  13  66  72   4   4   0   0   0    66     248   
a                                   3  1 5  14  67  77   1   1   0   0   0    67    1434   
sibling,                            3  2 1   1   1   0   8   7   2   0   1    68       2   
so                                  3  2 1   2   2   9   2   2   0   0   0    69     154   
the                                 3  2 1   3   3  12   3   3   0   0   0    70    3511   
stakes                              3  2 1   4   4  16   6   6   0   0   0    71       3   
of                                  3  2 1   5   5  23   2   2   0   0   0    72    1757   
this                                3  2 1   6   6  26   4   4   0   0   0    73     293   
decision                            3  2 1   7   7  31   8   8   0   0   0    74      11   
are                                 3  2 1   8   8  40   3   3   0   0   0    75     351   
particularly                        3  2 1   9   9  44  12  12   0   0   0    76       8   
high.                               3  2 1  10  10  57   5   4   1   0   1    77      14   
The                                 3  2 1  11  11  67   3   3   0   0   0    78    3511   
HFEA's                              3  2 1  12  12  71   6   6   8   0   0    79     -99   
critics                             3  2 2   1  13   0   7   7   0   0   0    80      11   
believe                             3  2 2   2  14   8   7   7   0   0   0    81      20   
that                                3  2 2   3  15  16   4   4   0   0   0    82     871   
it                                  3  2 2   4  16  21   2   2   0   0   0    83     544   
sanctions                           3  2 2   5  17  24   9   9   0   0   0    84       4   
'designer                           3  2 2   6  18  34   9   8   9   1   0    85       2   
babies'                             3  2 2   7  19  44   7   6   9   0   1    86       1   
and                                 3  2 2   8  20  52   3   3   0   0   0    87    1283   
does                                3  2 2   9  21  56   4   4   0   0   0    88      45   
not                                 3  2 2  10  22  61   3   3   0   0   0    89     277   
show                                3  2 2  11  23  65   4   4   0   0   0    90      15   
respect                             3  2 2  12  24  70   7   7   0   0   0    91       6   
for                                 3  2 3   1  25   0   3   3   0   0   0    92     519   
the                                 3  2 3   2  26   4   3   3   0   0   0    93    3511   
sanctity                            3  2 3   3  27   8   8   8   0   0   0    94       1   
of                                  3  2 3   4  28  17   2   2   0   0   0    95    1757   
individual                          3  2 3   5  29  20  10  10   0   0   0    96       8   
life.                               3  2 3   6  30  31   5   4   1   0   1    97      56   
Certainly,                          3  2 3   7  31  37  10   9   2   0   1    98      21   
the                                 3  2 3   8  32  48   3   3   0   0   0    99    3511   
authority's                         3  2 3   9  33  52  11  11   8   0   0   100     -99   
backing                             3  2 3  10  34  64   7   7   0   0   0   101       2   
for                                 3  2 3  11  35  72   3   3   0   0   0   102     519   
Shahana                             3  2 4   1  36   0   7   7   0   0   0   103       2   
and                                 3  2 4   2  37   8   3   3   0   0   0   104    1283   
Raj                                 3  2 4   3  38  12   3   3   0   0   0   105       2   
Hashmi's                            3  2 4   4  39  16   8   8   8   0   0   106       2   
plea                                3  2 4   5  40  25   4   4   0   0   0   107       1   
for                                 3  2 4   6  41  30   3   3   0   0   0   108     519   
genetic                             3  2 4   7  42  34   7   7   0   0   0   109       4   
screening                           3  2 4   8  43  42   9   9   0   0   0   110       3   
raises                              3  2 4   9  44  52   6   6   0   0   0   111       1   
fundamental                         3  2 4  10  45  59  11  11   0   0   0   112       2   
questions                           3  2 4  11  46  71   9   9   0   0   0   113      10   
about                               3  2 5   1  47   0   5   5   0   0   0   114     164   
producing                           3  2 5   2  48   6   9   9   0   0   0   115       2   
one                                 3  2 5   3  49  16   3   3   0   0   0   116     176   
human                               3  2 5   4  50  20   5   5   0   0   0   117      25   
being                               3  2 5   5  51  26   5   5   0   0   0   118      54   
to                                  3  2 5   6  52  32   2   2   0   0   0   119    1597   
cure                                3  2 5   7  53  35   4   4   0   0   0   120       1   
another's                           3  2 5   8  54  40   9   9   8   0   0   121     -99   
disease.                            3  2 5   9  55  50   8   7   1   0   1   122       5   
But                                 3  2 5  10  56  59   3   3   0   0   0   123     325   
the                                 3  2 5  11  57  63   3   3   0   0   0   124    3511   
parents'                            3  2 5  12  58  67   8   7   7   0   1   125      21   
view                                3  2 5  13  59  76   4   4   0   0   0   126      10   
is                                  3  3 1   1   1   0   2   2   0   0   0   127     717   
simple                              3  3 1   2   2   3   6   6   0   0   0   128       6   
and                                 3  3 1   3   3  10   3   3   0   0   0   129    1283   
compelling.                         3  3 1   4   4  14  11  10   1   0   1   130       2   
The                                 3  3 1   5   5  26   3   3   0   0   0   131    3511   
IVF                                 3  3 1   6   6  30   3   3   0   0   0   132       1   
treatment                           3  3 1   7   7  34   9   9   0   0   0   133       6   
is                                  3  3 1   8   8  44   2   2   0   0   0   134     717   
available                           3  3 1   9   9  47   9   9   0   0   0   135      12   
to                                  3  3 1  10  10  57   2   2   0   0   0   136    1597   
help                                3  3 1  11  11  60   4   4   0   0   0   137      21   
produce                             3  3 1  12  12  65   7   7   0   0   0   138       9   
a                                   3  3 1  13  13  73   1   1   0   0   0   139    1434   
